PRISM Time Series Data
Location:  Lat: 47.4902   Lon: -121.8047   Elev: 469ft
"Climate variables: ppt,tmean,tdmean"
Spatial resolution: 4km
Period: 2008-01-01 - 2021-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2024-Jul-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmean (degrees F),tdmean (degrees F)
2013-11-30,0.10,43.2,41.5
2013-12-01,0.95,46.9,43.1
2013-12-02,0.74,45.3,42.3
2013-12-03,0.09,36.9,31.1
2013-12-04,0.00,30.8,22.4
2013-12-05,0.00,28.6,18.2
2013-12-06,0.00,26.5,17.5
2013-12-07,0.00,24.0,6.6
2013-12-08,0.00,20.9,5.0
2013-12-09,0.00,22.6,12.6
2013-12-10,0.00,25.6,21.3
2013-12-11,0.00,32.8,28.9
2013-12-12,0.00,33.9,28.4
2013-12-13,0.48,36.2,33.7
2013-12-14,0.15,41.9,40.6
2013-12-15,0.07,42.0,40.6
2013-12-16,0.21,45.3,44.1
2013-12-17,0.01,40.4,38.9
2013-12-18,0.18,40.0,38.2
2013-12-19,0.16,36.7,33.1
2013-12-20,0.12,31.4,25.3
2013-12-21,1.39,35.5,35.0
2013-12-22,0.64,40.7,40.2
2013-12-23,0.83,45.5,44.3
2013-12-24,0.76,44.2,40.6
2013-12-25,0.01,38.5,34.2
2013-12-26,0.00,35.5,32.5
2013-12-27,0.00,37.3,34.9
2013-12-28,0.27,38.0,37.8
2013-12-29,0.01,39.5,37.8
2013-12-30,0.00,38.3,36.4
2013-12-31,0.10,41.0,38.5
2014-01-01,0.02,40.1,40.1
2014-01-02,0.09,39.5,39.1
2014-01-03,1.00,44.1,41.1
2014-01-04,0.04,39.0,31.2
2014-01-05,0.00,35.9,29.4
2014-01-06,0.00,35.9,28.6
2014-01-07,0.14,35.5,31.6
2014-01-08,0.42,41.3,41.1
2014-01-09,0.63,44.2,42.4
2014-01-10,0.46,43.0,40.1
2014-01-11,0.72,49.7,43.3
2014-01-12,1.24,45.5,39.9
2014-01-13,0.54,43.9,42.7
2014-01-14,0.05,48.0,43.8
2014-01-15,0.01,45.3,41.9
2014-01-16,0.00,42.5,39.8
2014-01-17,0.00,39.4,37.7
2014-01-18,0.00,38.2,35.1
2014-01-19,0.00,38.9,34.8
2014-01-20,0.00,38.8,36.9
2014-01-21,0.00,40.6,33.6
2014-01-22,0.00,40.6,36.2
2014-01-23,0.00,43.0,39.9
2014-01-24,0.00,40.4,35.6
2014-01-25,0.00,42.1,34.1
2014-01-26,0.00,42.1,32.4
2014-01-27,0.00,39.2,33.2
2014-01-28,0.00,38.0,35.3
2014-01-29,0.92,43.2,41.0
2014-01-30,1.22,44.8,42.6
2014-01-31,0.38,41.8,37.9
2014-02-01,0.13,38.6,34.6
2014-02-02,0.05,36.8,34.1
2014-02-03,0.00,36.6,29.7
2014-02-04,0.00,31.6,19.5
2014-02-05,0.00,27.6,14.1
2014-02-06,0.00,22.5,0.7
2014-02-07,0.00,21.9,5.1
2014-02-08,0.00,28.2,16.3
2014-02-09,0.02,31.8,20.6
2014-02-10,0.25,33.3,30.2
2014-02-11,0.78,40.2,38.8
2014-02-12,0.60,45.2,41.1
2014-02-13,0.50,47.5,40.1
2014-02-14,0.23,46.2,37.2
2014-02-15,0.28,43.8,39.5
2014-02-16,0.99,40.4,36.8
2014-02-17,1.66,42.3,35.9
2014-02-18,0.75,41.0,37.9
2014-02-19,0.98,41.3,37.0
2014-02-20,0.42,40.4,34.7
2014-02-21,0.28,42.4,36.6
2014-02-22,0.09,37.5,32.9
2014-02-23,0.28,36.4,34.3
2014-02-24,0.46,38.6,36.9
2014-02-25,0.57,39.4,37.7
2014-02-26,0.00,43.5,35.2
2014-02-27,0.00,46.0,35.4
2014-02-28,0.00,46.6,38.4
2014-03-01,0.00,45.4,34.2
2014-03-02,0.31,37.5,30.5
2014-03-03,1.43,39.2,37.8
2014-03-04,1.00,46.7,43.6
2014-03-05,1.64,46.4,45.4
2014-03-06,1.21,51.0,48.5
2014-03-07,0.25,49.5,45.0
2014-03-08,0.01,48.3,41.1
2014-03-09,1.79,47.1,45.2
2014-03-10,0.61,50.8,47.0
2014-03-11,0.44,45.5,41.4
2014-03-12,0.01,45.5,37.2
2014-03-13,0.00,46.8,36.5
2014-03-14,0.49,46.6,40.5
2014-03-15,0.31,47.6,40.6
2014-03-16,0.83,50.0,44.0
2014-03-17,1.21,42.3,41.3
2014-03-18,0.11,42.4,33.9
2014-03-19,0.10,42.2,39.9
2014-03-20,0.68,42.6,37.2
2014-03-21,0.01,41.4,31.6
2014-03-22,0.00,40.7,29.9
2014-03-23,0.00,41.6,32.2
2014-03-24,0.00,45.6,35.3
2014-03-25,0.00,51.9,36.1
2014-03-26,0.24,48.9,42.3
2014-03-27,0.16,46.0,41.5
2014-03-28,0.34,47.5,42.3
2014-03-29,0.45,45.9,43.9
2014-03-30,0.67,46.6,42.7
2014-03-31,0.02,43.4,37.8
2014-04-01,0.00,47.7,37.6
2014-04-02,0.00,48.0,39.0
2014-04-03,0.00,49.2,36.9
2014-04-04,0.28,48.5,40.9
2014-04-05,0.22,47.9,41.6
2014-04-06,0.53,47.4,46.0
2014-04-07,0.01,50.7,46.4
2014-04-08,0.01,60.3,47.7
2014-04-09,0.49,51.7,47.1
2014-04-10,0.00,48.4,37.5
2014-04-11,0.00,47.9,37.8
2014-04-12,0.00,49.0,41.1
2014-04-13,0.00,49.6,38.0
2014-04-14,0.00,53.7,32.1
2014-04-15,0.08,53.3,35.7
2014-04-16,0.27,52.1,39.7
2014-04-17,1.00,48.5,47.6
2014-04-18,0.82,47.6,46.2
2014-04-19,0.02,48.6,37.7
2014-04-20,0.45,47.7,42.2
2014-04-21,0.00,51.1,39.8
2014-04-22,0.51,51.7,43.5
2014-04-23,0.49,46.5,40.5
2014-04-24,0.63,46.5,44.0
2014-04-25,0.47,48.4,43.1
2014-04-26,0.05,48.5,39.1
2014-04-27,0.19,49.7,38.4
2014-04-28,0.13,45.3,40.3
2014-04-29,0.00,50.8,39.1
2014-04-30,0.00,59.8,39.7
2014-05-01,0.00,65.2,41.5
2014-05-02,0.00,69.3,43.4
2014-05-03,0.22,58.4,49.4
2014-05-04,0.60,53.3,47.5
2014-05-05,1.17,51.4,48.7
2014-05-06,0.54,52.0,48.2
2014-05-07,0.08,50.9,44.1
2014-05-08,0.00,54.6,44.3
2014-05-09,0.79,52.3,48.2
2014-05-10,0.24,49.6,44.5
2014-05-11,0.05,49.4,44.6
2014-05-12,0.00,54.2,44.5
2014-05-13,0.00,61.0,41.5
2014-05-14,0.00,65.9,46.1
2014-05-15,0.00,67.6,50.9
2014-05-16,0.00,66.6,51.0
2014-05-17,0.00,60.3,48.5
2014-05-18,0.00,58.5,48.0
2014-05-19,0.09,57.4,49.6
2014-05-20,0.00,57.3,47.7
2014-05-21,0.00,58.0,48.7
2014-05-22,0.00,58.3,49.3
2014-05-23,0.00,64.1,53.6
2014-05-24,0.18,59.9,54.5
2014-05-25,0.00,58.2,49.4
2014-05-26,0.42,56.5,51.2
2014-05-27,0.05,54.3,47.3
2014-05-28,0.03,55.6,44.9
2014-05-29,0.47,55.2,47.1
2014-05-30,0.01,53.4,45.7
2014-05-31,0.00,56.9,46.7
2014-06-01,0.00,60.5,48.4
2014-06-02,0.00,59.9,50.1
2014-06-03,0.00,61.6,51.3
2014-06-04,0.00,55.6,48.7
2014-06-05,0.00,57.7,49.0
2014-06-06,0.00,58.5,46.2
2014-06-07,0.00,60.3,45.8
2014-06-08,0.00,61.7,50.7
2014-06-09,0.00,62.3,53.2
2014-06-10,0.00,60.5,48.0
2014-06-11,0.00,55.9,48.0
2014-06-12,0.00,60.2,48.8
2014-06-13,0.62,58.4,50.6
2014-06-14,0.32,53.3,49.5
2014-06-15,0.11,55.8,49.1
2014-06-16,0.45,54.1,47.5
2014-06-17,0.29,53.8,46.9
2014-06-18,0.02,54.1,49.3
2014-06-19,0.00,57.3,48.4
2014-06-20,0.13,62.9,51.7
2014-06-21,0.00,55.5,45.1
2014-06-22,0.00,58.1,43.7
2014-06-23,0.00,61.3,47.2
2014-06-24,0.00,65.0,52.4
2014-06-25,0.00,65.0,55.2
2014-06-26,0.01,65.6,55.9
2014-06-27,0.08,61.9,54.6
2014-06-28,0.49,61.2,55.8
2014-06-29,0.29,59.6,54.5
2014-06-30,0.01,57.9,52.4
2014-07-01,0.00,62.7,52.4
2014-07-02,0.00,72.9,52.8
2014-07-03,0.00,67.2,54.5
2014-07-04,0.00,61.0,49.9
2014-07-05,0.00,63.2,51.6
2014-07-06,0.00,65.6,55.5
2014-07-07,0.00,69.9,59.1
2014-07-08,0.00,68.7,58.9
2014-07-09,0.00,69.1,54.7
2014-07-10,0.00,66.3,53.3
2014-07-11,0.00,65.9,51.0
2014-07-12,0.00,69.7,54.1
2014-07-13,0.00,73.0,57.4
2014-07-14,0.00,71.2,59.2
2014-07-15,0.00,71.0,58.9
2014-07-16,0.00,70.6,58.0
2014-07-17,0.00,70.3,56.6
2014-07-18,0.00,65.1,52.2
2014-07-19,0.00,63.5,55.1
2014-07-20,0.06,66.8,59.2
2014-07-21,0.01,58.9,52.9
2014-07-22,0.00,62.1,52.3
2014-07-23,0.25,61.2,57.9
2014-07-24,1.01,57.7,56.4
2014-07-25,0.14,58.1,53.8
2014-07-26,0.00,61.3,52.9
2014-07-27,0.00,63.9,53.6
2014-07-28,0.00,66.7,54.1
2014-07-29,0.00,69.4,54.7
2014-07-30,0.00,68.9,55.2
2014-07-31,0.00,67.6,52.8
2014-08-01,0.00,70.1,52.2
2014-08-02,0.00,71.2,55.5
2014-08-03,0.00,70.6,58.4
2014-08-04,0.00,72.9,57.1
2014-08-05,0.00,72.5,54.9
2014-08-06,0.00,66.8,55.7
2014-08-07,0.00,67.2,55.3
2014-08-08,0.00,67.0,53.5
2014-08-09,0.00,65.3,50.9
2014-08-10,0.00,66.1,50.5
2014-08-11,0.00,69.1,53.4
2014-08-12,0.01,77.9,56.9
2014-08-13,1.19,70.5,60.6
2014-08-14,0.13,65.8,60.1
2014-08-15,0.04,64.3,60.4
2014-08-16,0.06,66.4,61.3
2014-08-17,0.00,69.2,60.2
2014-08-18,0.00,68.8,59.0
2014-08-19,0.00,71.3,60.3
2014-08-20,0.00,71.6,57.4
2014-08-21,0.00,63.0,52.1
2014-08-22,0.00,61.5,52.7
2014-08-23,0.00,62.7,53.9
2014-08-24,0.00,68.0,54.2
2014-08-25,0.01,66.3,54.5
2014-08-26,0.00,68.9,55.0
2014-08-27,0.00,71.6,57.6
2014-08-28,0.00,71.9,57.5
2014-08-29,0.00,65.7,57.7
2014-08-30,0.04,64.3,55.2
2014-08-31,0.97,61.9,56.8
2014-09-01,0.04,60.6,52.8
2014-09-02,0.00,63.2,53.9
2014-09-03,1.48,60.2,53.3
2014-09-04,0.03,58.3,50.3
2014-09-05,0.00,61.1,50.3
2014-09-06,0.00,67.1,48.5
2014-09-07,0.00,70.4,49.2
2014-09-08,0.00,68.4,51.5
2014-09-09,0.37,60.2,53.5
2014-09-10,0.01,60.6,52.4
2014-09-11,0.00,58.2,42.2
2014-09-12,0.00,60.5,33.1
2014-09-13,0.00,59.9,36.1
2014-09-14,0.00,65.2,39.7
2014-09-15,0.00,66.6,43.0
2014-09-16,0.00,69.7,47.0
2014-09-17,0.00,64.3,54.3
2014-09-18,0.02,65.1,56.7
2014-09-19,0.04,62.0,57.6
2014-09-20,0.00,66.2,56.5
2014-09-21,0.00,65.1,54.3
2014-09-22,0.00,68.8,55.9
2014-09-23,0.03,63.8,56.3
2014-09-24,1.03,61.7,59.2
2014-09-25,0.52,59.9,57.6
2014-09-26,0.38,61.1,55.3
2014-09-27,0.27,59.2,55.5
2014-09-28,0.00,59.2,52.1
2014-09-29,0.01,58.3,52.1
2014-09-30,0.95,55.3,53.6
2014-10-01,0.02,56.5,49.7
2014-10-02,0.00,56.0,47.2
2014-10-03,0.00,54.9,45.4
2014-10-04,0.00,58.5,48.4
2014-10-05,0.00,61.1,53.4
2014-10-06,0.00,61.0,55.2
2014-10-07,0.00,63.9,56.8
2014-10-08,0.00,61.1,56.7
2014-10-09,0.00,57.9,54.3
2014-10-10,0.00,57.2,51.8
2014-10-11,0.10,56.3,53.0
2014-10-12,0.59,56.5,52.1
2014-10-13,0.03,56.1,51.5
2014-10-14,0.58,59.8,50.1
2014-10-15,0.19,55.4,51.3
2014-10-16,0.41,53.0,49.0
2014-10-17,0.03,57.2,46.2
2014-10-18,0.69,55.5,52.0
2014-10-19,0.13,59.0,55.9
2014-10-20,0.27,61.8,54.9
2014-10-21,0.38,55.4,52.9
2014-10-22,0.58,55.5,49.1
2014-10-23,1.24,52.8,51.2
2014-10-24,0.42,50.1,46.3
2014-10-25,0.24,50.8,46.6
2014-10-26,0.48,53.8,48.2
2014-10-27,0.46,46.9,42.8
2014-10-28,0.28,48.8,43.8
2014-10-29,0.74,52.8,50.4
2014-10-30,0.10,54.4,50.2
2014-10-31,0.68,54.5,51.8
2014-11-01,0.30,49.0,48.3
2014-11-02,0.05,47.3,45.2
2014-11-03,0.48,49.2,48.4
2014-11-04,1.01,53.3,52.1
2014-11-05,0.13,53.1,51.0
2014-11-06,0.32,53.7,52.5
2014-11-07,0.37,53.7,50.3
2014-11-08,0.00,46.6,41.9
2014-11-09,0.21,45.0,42.4
2014-11-10,0.53,46.3,45.7
2014-11-11,0.00,42.5,35.9
2014-11-12,0.00,35.0,13.9
2014-11-13,0.00,33.5,9.0
2014-11-14,0.00,33.2,12.5
2014-11-15,0.00,33.2,15.7
2014-11-16,0.00,34.0,15.9
2014-11-17,0.00,36.1,19.6
2014-11-18,0.00,38.5,22.4
2014-11-19,0.00,37.8,27.7
2014-11-20,0.14,42.8,32.7
2014-11-21,0.15,45.3,43.2
2014-11-22,1.03,45.9,44.5
2014-11-23,0.92,43.7,41.7
2014-11-24,0.37,44.2,42.0
2014-11-25,1.05,44.3,43.3
2014-11-26,1.49,52.4,50.9
2014-11-27,0.06,55.7,51.4
2014-11-28,0.51,54.3,50.4
2014-11-29,1.18,44.1,40.6
2014-11-30,0.09,26.9,20.7
2014-12-01,0.00,28.0,19.0
2014-12-02,0.00,29.3,21.1
2014-12-03,0.00,31.5,25.1
2014-12-04,0.03,36.0,30.9
2014-12-05,0.10,40.7,38.7
2014-12-06,0.27,46.2,42.8
2014-12-07,0.22,46.4,44.8
2014-12-08,0.01,46.7,41.8
2014-12-09,0.36,51.3,44.5
2014-12-10,0.66,53.9,50.1
2014-12-11,0.27,53.6,47.2
2014-12-12,0.07,50.2,44.0
2014-12-13,0.16,47.3,42.4
2014-12-14,0.01,42.2,38.0
2014-12-15,0.00,40.9,29.9
2014-12-16,0.05,44.2,32.4
2014-12-17,0.03,44.6,36.7
2014-12-18,0.09,43.5,40.9
2014-12-19,0.47,44.8,43.0
2014-12-20,0.32,45.9,40.6
2014-12-21,0.94,49.0,46.0
2014-12-22,0.06,47.6,45.4
2014-12-23,0.50,43.6,40.1
2014-12-24,1.49,44.8,42.3
2014-12-25,0.30,40.4,37.9
2014-12-26,0.04,39.8,36.7
2014-12-27,0.23,38.8,35.1
2014-12-28,0.55,42.0,40.3
2014-12-29,0.19,38.0,36.2
2014-12-30,0.00,33.5,22.1
2014-12-31,0.00,29.5,17.0
2015-01-01,0.00,29.7,24.0
2015-01-02,0.01,31.6,27.6
2015-01-03,0.23,34.8,32.6
2015-01-04,0.16,36.4,35.4
2015-01-05,2.13,44.2,42.8
2015-01-06,1.13,49.9,49.2
2015-01-07,0.01,45.6,43.4
2015-01-08,0.01,42.4,40.7
2015-01-09,0.00,40.5,37.2
2015-01-10,0.08,41.6,38.1
2015-01-11,0.11,43.6,43.0
2015-01-12,0.01,45.2,43.9
2015-01-13,0.00,43.5,40.6
2015-01-14,0.00,39.8,37.2
2015-01-15,0.00,37.3,32.7
2015-01-16,0.34,40.0,37.5
2015-01-17,0.04,44.4,35.8
2015-01-18,1.42,45.5,42.6
2015-01-19,0.85,47.7,43.3
2015-01-20,0.07,44.3,39.7
2015-01-21,0.00,40.4,35.3
2015-01-22,0.05,39.1,35.2
2015-01-23,0.25,44.7,44.1
2015-01-24,0.93,49.8,49.5
2015-01-25,0.11,54.8,52.7
2015-01-26,0.00,51.8,45.4
2015-01-27,0.00,51.1,44.6
2015-01-28,0.12,47.5,42.6
2015-01-29,0.01,44.9,40.7
2015-01-30,0.00,43.8,37.3
2015-01-31,0.00,41.2,36.8
2015-02-01,0.00,40.9,38.0
2015-02-02,0.21,44.2,41.6
2015-02-03,0.30,45.5,43.0
2015-02-04,0.10,44.7,42.8
2015-02-05,0.45,45.0,43.3
2015-02-06,0.99,50.5,50.3
2015-02-07,1.01,51.2,49.0
2015-02-08,1.01,50.8,48.4
2015-02-09,0.25,50.4,46.2
2015-02-10,0.59,50.5,48.6
2015-02-11,0.13,48.3,45.3
2015-02-12,0.02,50.5,45.4
2015-02-13,0.03,54.0,46.8
2015-02-14,0.09,53.5,47.2
2015-02-15,0.04,47.1,42.4
2015-02-16,0.00,44.8,36.8
2015-02-17,0.00,47.4,34.3
2015-02-18,0.00,47.5,33.2
2015-02-19,0.04,46.0,40.2
2015-02-20,0.36,47.2,45.8
2015-02-21,0.08,45.6,43.6
2015-02-22,0.00,43.1,35.1
2015-02-23,0.00,41.6,26.3
2015-02-24,0.00,43.0,30.0
2015-02-25,0.05,43.0,35.3
2015-02-26,0.27,45.1,43.5
2015-02-27,0.54,48.2,45.6
2015-02-28,0.12,43.8,40.4
2015-03-01,0.00,43.0,27.9
2015-03-02,0.00,42.4,32.6
2015-03-03,0.00,41.1,31.7
2015-03-04,0.00,39.7,23.0
2015-03-05,0.00,40.9,25.9
2015-03-06,0.00,45.5,32.1
2015-03-07,0.00,47.9,35.9
2015-03-08,0.00,48.2,37.9
2015-03-09,0.00,48.8,38.0
2015-03-10,0.00,47.5,40.6
2015-03-11,0.03,51.2,42.5
2015-03-12,0.20,51.9,49.2
2015-03-13,0.00,54.9,45.5
2015-03-14,0.79,56.2,47.1
2015-03-15,0.98,52.3,49.1
2015-03-16,1.43,48.4,44.3
2015-03-17,0.04,48.4,39.3
2015-03-18,0.09,48.9,42.7
2015-03-19,0.00,51.9,42.7
2015-03-20,0.00,52.7,44.7
2015-03-21,0.30,53.0,47.3
2015-03-22,0.51,48.2,43.3
2015-03-23,0.23,45.6,42.8
2015-03-24,0.43,45.3,42.0
2015-03-25,0.59,48.5,42.3
2015-03-26,0.44,49.9,49.5
2015-03-27,0.00,58.2,49.6
2015-03-28,0.31,57.1,48.7
2015-03-29,0.01,53.8,44.1
2015-03-30,0.02,54.3,46.3
2015-03-31,0.13,56.0,47.0
2015-04-01,1.39,47.4,39.9
2015-04-02,0.23,45.8,39.7
2015-04-03,0.03,47.8,37.7
2015-04-04,0.07,45.2,38.2
2015-04-05,0.02,45.7,34.3
2015-04-06,0.06,46.4,35.1
2015-04-07,0.06,47.9,37.9
2015-04-08,0.04,48.3,40.9
2015-04-09,0.03,50.2,40.8
2015-04-10,0.08,50.9,40.5
2015-04-11,0.46,48.7,42.0
2015-04-12,0.14,45.2,37.8
2015-04-13,0.00,46.2,37.3
2015-04-14,0.43,45.7,39.2
2015-04-15,0.21,43.8,36.9
2015-04-16,0.00,45.8,34.7
2015-04-17,0.00,50.0,38.8
2015-04-18,0.00,53.3,41.1
2015-04-19,0.00,53.3,38.8
2015-04-20,0.00,55.6,42.4
2015-04-21,0.00,58.1,43.5
2015-04-22,0.24,51.3,43.0
2015-04-23,0.00,49.5,35.2
2015-04-24,0.32,47.8,39.6
2015-04-25,0.41,46.5,40.5
2015-04-26,0.11,45.9,38.0
2015-04-27,0.05,50.1,42.2
2015-04-28,0.02,63.8,52.0
2015-04-29,0.25,54.6,46.7
2015-04-30,0.02,52.9,42.8
2015-05-01,0.00,53.8,43.0
2015-05-02,0.00,54.0,41.1
2015-05-03,0.00,52.1,37.0
2015-05-04,0.00,54.1,37.6
2015-05-05,0.08,51.6,43.2
2015-05-06,0.29,49.0,42.2
2015-05-07,0.03,49.9,40.9
2015-05-08,0.00,52.9,39.7
2015-05-09,0.00,57.7,38.5
2015-05-10,0.00,60.8,40.7
2015-05-11,0.00,58.7,47.7
2015-05-12,0.10,53.9,49.0
2015-05-13,0.32,53.9,50.3
2015-05-14,0.20,51.1,48.8
2015-05-15,0.02,54.4,49.1
2015-05-16,0.02,55.0,50.2
2015-05-17,0.02,54.4,51.0
2015-05-18,0.00,56.0,50.6
2015-05-19,0.06,62.8,52.1
2015-05-20,0.00,60.6,53.2
2015-05-21,0.00,61.5,53.3
2015-05-22,0.01,64.6,54.2
2015-05-23,0.01,56.1,52.1
2015-05-24,0.01,56.3,52.4
2015-05-25,0.00,57.2,50.3
2015-05-26,0.00,55.7,50.1
2015-05-27,0.00,58.4,52.3
2015-05-28,0.00,62.8,54.2
2015-05-29,0.00,66.0,55.8
2015-05-30,0.00,65.5,53.0
2015-05-31,0.00,61.9,47.7
2015-06-01,0.00,64.2,50.6
2015-06-02,0.18,56.1,52.5
2015-06-03,0.27,56.2,51.3
2015-06-04,0.00,57.0,50.0
2015-06-05,0.00,59.9,49.8
2015-06-06,0.00,64.1,50.4
2015-06-07,0.00,66.8,52.8
2015-06-08,0.00,70.4,52.5
2015-06-09,0.00,70.2,50.6
2015-06-10,0.00,66.7,47.6
2015-06-11,0.00,63.5,48.9
2015-06-12,0.00,62.3,48.5
2015-06-13,0.00,57.3,43.6
2015-06-14,0.00,58.9,44.2
2015-06-15,0.00,63.9,46.3
2015-06-16,0.00,67.5,47.0
2015-06-17,0.00,61.0,47.8
2015-06-18,0.00,61.8,47.3
2015-06-19,0.03,64.6,50.0
2015-06-20,0.02,61.9,48.7
2015-06-21,0.00,62.1,45.8
2015-06-22,0.00,64.4,47.2
2015-06-23,0.00,62.6,48.7
2015-06-24,0.00,63.4,47.5
2015-06-25,0.00,66.4,52.2
2015-06-26,0.00,70.6,54.8
2015-06-27,0.00,72.9,58.0
2015-06-28,0.00,75.5,57.1
2015-06-29,0.06,73.4,59.3
2015-06-30,0.00,74.1,60.2
2015-07-01,0.00,72.3,56.8
2015-07-02,0.00,73.1,55.8
2015-07-03,0.00,75.0,55.9
2015-07-04,0.00,74.0,54.7
2015-07-05,0.00,73.1,49.7
2015-07-06,0.00,73.7,51.4
2015-07-07,0.00,71.9,54.8
2015-07-08,0.00,69.0,55.1
2015-07-09,0.00,71.3,56.9
2015-07-10,0.00,71.4,58.0
2015-07-11,0.00,64.0,56.0
2015-07-12,0.03,64.7,55.4
2015-07-13,0.00,68.2,56.5
2015-07-14,0.00,65.0,54.7
2015-07-15,0.00,66.3,51.2
2015-07-16,0.00,65.8,52.7
2015-07-17,0.00,64.5,50.1
2015-07-18,0.00,65.8,49.6
2015-07-19,0.00,72.2,52.3
2015-07-20,0.00,77.0,55.2
2015-07-21,0.00,70.0,55.0
2015-07-22,0.00,64.4,51.2
2015-07-23,0.00,63.9,50.6
2015-07-24,0.00,65.3,50.9
2015-07-25,0.27,62.3,54.7
2015-07-26,0.30,61.1,52.8
2015-07-27,0.32,60.0,53.2
2015-07-28,0.00,61.3,51.9
2015-07-29,0.00,66.0,51.9
2015-07-30,0.00,71.0,50.9
2015-07-31,0.00,74.3,49.0
2015-08-01,0.00,75.1,47.1
2015-08-02,0.00,73.5,49.1
2015-08-03,0.00,72.1,53.2
2015-08-04,0.00,70.3,54.7
2015-08-05,0.00,66.4,52.0
2015-08-06,0.09,62.2,51.6
2015-08-07,0.00,64.6,51.4
2015-08-08,0.00,67.1,53.2
2015-08-09,0.00,66.0,57.1
2015-08-10,0.00,69.7,53.2
2015-08-11,0.00,70.9,55.1
2015-08-12,0.00,71.8,55.7
2015-08-13,0.00,70.5,57.8
2015-08-14,0.00,70.9,58.4
2015-08-15,0.56,61.0,57.3
2015-08-16,0.00,60.8,53.2
2015-08-17,0.00,63.9,52.4
2015-08-18,0.00,66.4,52.5
2015-08-19,0.00,70.1,55.6
2015-08-20,0.00,73.3,55.2
2015-08-21,0.00,65.9,52.8
2015-08-22,0.00,61.1,48.6
2015-08-23,0.00,64.7,47.8
2015-08-24,0.00,65.5,48.7
2015-08-25,0.00,63.0,47.4
2015-08-26,0.00,62.8,46.5
2015-08-27,0.00,66.6,48.6
2015-08-28,0.00,70.1,50.5
2015-08-29,0.19,67.5,57.2
2015-08-30,0.88,64.2,55.8
2015-08-31,0.49,60.0,53.3
2015-09-01,0.21,60.1,54.2
2015-09-02,0.50,59.3,55.1
2015-09-03,0.20,57.5,49.0
2015-09-04,0.13,55.4,47.5
2015-09-05,0.14,52.8,46.6
2015-09-06,0.43,55.8,48.4
2015-09-07,0.11,55.2,51.9
2015-09-08,0.04,61.7,51.9
2015-09-09,0.00,62.5,55.1
2015-09-10,0.00,64.0,54.2
2015-09-11,0.00,65.2,55.1
2015-09-12,0.00,68.6,55.7
2015-09-13,0.00,66.9,55.3
2015-09-14,0.02,59.7,48.1
2015-09-15,0.01,54.0,44.8
2015-09-16,0.00,53.5,44.1
2015-09-17,0.13,56.0,47.3
2015-09-18,0.29,56.8,52.5
2015-09-19,0.00,59.5,52.1
2015-09-20,0.11,61.9,56.3
2015-09-21,0.46,63.1,56.8
2015-09-22,0.02,54.8,44.2
2015-09-23,0.00,54.3,42.1
2015-09-24,0.02,56.8,45.7
2015-09-25,0.13,60.9,51.2
2015-09-26,0.10,54.1,51.1
2015-09-27,0.00,51.7,43.6
2015-09-28,0.00,52.3,41.8
2015-09-29,0.00,55.2,42.5
2015-09-30,0.00,57.8,44.9
2015-10-01,0.00,55.1,47.9
2015-10-02,0.00,56.9,50.1
2015-10-03,0.14,53.1,50.8
2015-10-04,0.00,54.2,45.9
2015-10-05,0.00,58.1,45.2
2015-10-06,0.00,60.9,46.3
2015-10-07,0.07,57.0,50.4
2015-10-08,0.66,56.7,55.4
2015-10-09,0.00,62.1,55.3
2015-10-10,0.18,59.7,56.7
2015-10-11,0.99,60.6,54.7
2015-10-12,0.00,56.8,48.1
2015-10-13,0.22,57.0,52.1
2015-10-14,0.03,52.2,49.3
2015-10-15,0.00,53.7,45.5
2015-10-16,0.00,58.9,43.7
2015-10-17,0.00,61.5,47.4
2015-10-18,0.11,59.5,53.4
2015-10-19,0.22,56.3,55.4
2015-10-20,0.10,56.7,53.9
2015-10-21,0.00,53.5,47.9
2015-10-22,0.04,53.8,48.5
2015-10-23,0.00,50.4,43.9
2015-10-24,0.00,47.6,43.3
2015-10-25,0.00,52.5,44.4
2015-10-26,0.40,55.8,48.0
2015-10-27,0.37,50.5,49.5
2015-10-28,0.00,53.2,47.1
2015-10-29,0.21,52.6,50.5
2015-10-30,0.64,55.0,52.4
2015-10-31,2.12,56.2,53.5
2015-11-01,2.42,54.5,52.2
2015-11-02,0.60,50.4,47.4
2015-11-03,0.16,45.9,44.1
2015-11-04,0.04,43.0,39.9
2015-11-05,0.07,43.3,40.7
2015-11-06,0.19,46.1,45.1
2015-11-07,0.02,49.4,46.8
2015-11-08,0.76,49.0,48.4
2015-11-09,0.47,46.7,45.2
2015-11-10,0.14,43.1,42.5
2015-11-11,0.57,44.2,41.8
2015-11-12,0.05,45.6,39.3
2015-11-13,1.23,47.4,42.9
2015-11-14,2.62,51.6,50.7
2015-11-15,0.93,43.2,43.2
2015-11-16,0.16,39.6,36.8
2015-11-17,1.30,42.3,39.8
2015-11-18,2.13,48.6,45.3
2015-11-19,0.11,42.4,38.7
2015-11-20,0.01,38.5,35.2
2015-11-21,0.00,38.3,30.1
2015-11-22,0.00,38.9,29.6
2015-11-23,0.01,40.6,31.1
